name,domain,mx,grade,dmarc_policy,dmarc_pct,dmarc_reporting,spf_mode,dkim_found,note,spf,dmarc
Edenton,townofedentonnc.gov,False,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Elizabeth City,elizabethcitync.gov,True,ENFORCED_REJECT,reject,100,yes,softfail (~all),"google,mail",,v=spf1 include:_spf.google.com ~all,"v=DMARC1; p=reject; rua=mailto:rua@dmarc.brevo.com, mailto:itservicedesk@elizabethcitync.gov"
Elizabethtown,elizabethtownnc.org,True,NO_DMARC,NONE,,,hardfail (-all),"selector1,selector2",,v=spf1 include:spf.protection.outlook.com -all,
Elk Park,townofelkpark.com,False,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Elkin,elkinnc.org,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.ess.barracudanetworks.com include:spf.protection.outlook.com ip4:173.212.40.14 -all,
Ellenboro,ellenboronc.info,True,NO_DMARC,NONE,,,softfail (~all),none of common selectors,,v=spf1 include:spfc45.carrierzone.com ~all,
Ellerbe,ellerbenc.com,True,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Elm City,elmcitync.com,True,NO_DMARC,NONE,,,softfail (~all),none of common selectors,,v=spf1 include:_spf.google.com ~all,
Elon,townofelon.com,False,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Emerald Isle,emeraldisle-nc.org,True,ENFORCED_QUARANTINE,quarantine,100,yes,hardfail (-all),selector1,,v=spf1  ip4:208.75.120.0/22 ip4:24.172.31.174/30 include:spf.constantcontact.com include:spf.protection.outlook.com -all,v=DMARC1; p=quarantine; pct=100; rua=mailto:re+deunhh9gmpz@dmarc.postmarkapp.com; sp=none; aspf=r;
Enfield,enfieldnc.org,True,ENFORCED_REJECT,reject,100,yes,hardfail (-all),none of common selectors,,v=spf1 mx a ip4:69.16.238.125 -all,v=DMARC1; p=reject; rua=mailto:admin@enfieldnc.org; adkim=s; aspf=s;
Erwin,erwin-nc.org,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 mx a ip4:24.159.160.168 include:spf.protection.outlook.com -all,
Fair Bluff,fairbluff.com,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:secureserver.net -all,
Fairmont,fairmontnc.gov,True,ENFORCED_QUARANTINE,quarantine,100,no,hardfail (-all),selector1,,v=spf1 include:spf.protection.outlook.com include:fairmontnc-gov.email.web.vc3.com -all,v=DMARC1; p=quarantine; sp=none; rf=afrf; pct=100; ri=86400;
Fairview,fairviewnc.gov,True,NO_DMARC,NONE,,,hardfail (-all),selector2,,v=spf1 include:spf.protection.outlook.com -all,
Faison,faisonnc.org,True,ENFORCED_REJECT,reject,100,yes,hardfail (-all),"selector1,selector2,default",,v=spf1 include:spf.protection.outlook.com include:_spf.prod.hydra.sophos.com -all,v=DMARC1; p=reject; rua=mailto:abuse@faisonnc.org; ruf=mailto:abuse@faisonnc.org; fo=1; adkim=s; aspf=s; pct=100; rf=afrf; ri=86400; sp=reject
Faith,faithnc.com,False,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Falcon,town-of-falcon.com,False,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Farmville,farmvillenc.gov,True,NO_DMARC,NONE,,,softfail (~all),"selector1,s1,s2",,v=spf1 a mx include:spf.protection.outlook.com include:_spf.mlsend.com ~all,
Fayetteville,fayettevillenc.gov,True,MONITOR_ONLY,none,100,yes,softfail (~all),"selector1,selector2",,v=spf1 include:spf.protection.outlook.com include:authsmtp.com include:spf.constantcontact.com ~all,v=DMARC1; p=none; rua=mailto:ITSecurity@FayettevilleNC.gov
Flat Rock,villageofflatrock.org,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,
Fletcher,fletchernc.org,True,MONITOR_ONLY,none,100,no,hardfail (-all),"selector1,default",,v=spf1 +mx +a include:spf.integritive.com include:spf.protection.outlook.com -all,v=DMARC1; p=none;
Forest City,townofforestcity.com,True,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Forest Hills,villageofforesthills.org,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,
Fountain,townoffountainnc.com,True,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Four Oaks,fouroaks-nc.com,True,MONITOR_ONLY,none,100,yes,hardfail (-all),"selector1,selector2",,v=spf1 include:_spf.fouroaks-nc_com._d.easydmarc.pro -all,v=DMARC1;p=none;rua=mailto:d87ef03b57@rua.easydmarc.us;ruf=mailto:d87ef03b57@ruf.easydmarc.us;fo=1;
Foxfire,foxfirenc.com,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 a:dispatch-us.ppe-hosted.com include:secureserver.net -all,
Franklin,franklinnc.com,True,ENFORCED_QUARANTINE,quarantine,100,no,softfail (~all),"google,default",,v=spf1 include:_spf.google.com ~all,v=DMARC1; p=quarantine;
Franklinton,franklintonnc.gov,True,NO_DMARC,NONE,,,hardfail (-all),default,,v=spf1 include:spf.protection.outlook.com -all,
Franklinville,franklinvillenc.org,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,
Fremont,fremontnc.gov,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,
Fuquay-Varina,fuquay-varina.org,True,ENFORCED_REJECT,reject,100,no,hardfail (-all),selector2,,v=spf1 ip4:204.84.167.194 ip4:64.98.106.18 ip4:3.222.0.24/29 ip4:198.21.4.52 ip4:167.89.127.244 ip4:167.89.31.27 ip4:104.152.224.62 ip4:168.245.45.251 include:spf.protection.outlook.com include:spf-us.emailsignatures365.com -all,v=DMARC1; p=reject; fo=1;
Gamewell,townofgamewell.com,False,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Garland,townofgarlandnc.com,False,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Garner,garnernc.gov,True,NO_DMARC,NONE,,,softfail (~all),none of common selectors,,v=spf1 include:spf.protection.outlook.com include:amazonses.com ~all,
Garysburg,townofgarysburgnc.org,True,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Gastonia,gastonianc.gov,True,MONITOR_ONLY,none,100,yes,NONE,selector1,no SPF record either,,v=DMARC1; p=none; rua=mailto:InboundMonitor@gastonianc.gov;
Gatesville,gatesville.org,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:secureserver.net -all,
Gibson,gibsonnc.com,True,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Gibsonville,gibsonvillenc.org,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,
Glen Alpine,townofglenalpine.org,True,NO_DMARC,NONE,,,softfail (~all),none of common selectors,,v=spf1 include:_spf.google.com ~all,
Godwin,godwinnc.com,True,NO_DMARC,NONE,,,softfail (~all),none of common selectors,,v=spf1 include:spfc40.carrierzone.com ~all,
Goldsboro,goldsboronc.gov,True,ENFORCED_QUARANTINE,quarantine,100,yes,neutral (?all),selector1,,v=spf1 mx a a:mail.ci.goldsboro.nc.us  a:mail.goldsboronc.gov ip4:38.124.248.5 ip4:38.124.248.11 ip4:162.192.168.18  include:spf.protection.outlook.com ?all,v=DMARC1; p=quarantine; rua=mailto:cog@goldsboronc.gov;
Goldston,townofgoldston.gov,True,ENFORCED_QUARANTINE,quarantine,100,yes,hardfail (-all),google,,v=spf1 include:_spf.google.com -all,v=DMARC1; p=quarantine; rua=mailto:support@townweb.com
Graham,cityofgraham.com,True,MONITOR_ONLY,none,100,yes,softfail (~all),"s1,s2",,v=spf1 include:spf.protection.outlook.com include:sendgrid.net include:relay.mailchannels.net a:dispatch-us.ppe-hosted.com ~all,v=DMARC1; p=none; fo=1; rua=mailto:rua+cityofgraham.com@dmarc.barracudanetworks.com; ruf=mailto:ruf+cityofgraham.com@dmarc.barracudanetworks.com
Granite Falls,granitefallsnc.gov,True,NO_DMARC,NONE,,,hardfail (-all),"selector1,selector2",,v=spf1 include:spf.protection.outlook.com -all,
Granite Quarry,granitequarrync.gov,True,ENFORCED_QUARANTINE,quarantine,100,no,softfail (~all),selector1,,v=spf1 ip4:70.62.91.66 ip4:168.245.126.108 include:spf.protection.outlook.com a mx include:websitewelcome.com ~all,v=DMARC1; p=quarantine; pct=100
Grantsboro,grantsboronc.com,False,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Green Level,greenlevelnc.com,True,NO_DMARC,NONE,,,softfail (~all),none of common selectors,,v=spf1 include:_spf-usg1.ppe-hosted.com include:secureserver.net ~all,
Greenevers,townofgreenevers.com,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,
Greensboro,greensboro-nc.gov,True,ENFORCED_QUARANTINE,quarantine,100,yes,hardfail (-all),"selector1,selector2,k1",,v=spf1 ip4:38.76.252.33 ip4:38.76.252.39 ip4:35.174.145.124 ip4:52.232.214.142 ip4:52.232.214.153 ip4:69.5.85.0/25 ip4:69.5.90.0/24 ip4:192.254.115.42 include:amazonses.com include:servers.mcsv.net include:emailus.freshservice.com include:spf.protection.outlook.com include:oclcspf3.oclc.org include:spf.constantcontact.com include:spf.salesforce.com include:spfa.cpmails.com -all,v=DMARC1; p=quarantine; rua=mailto:63b5aae18cba8@ag.dmarcly.com; ruf=mailto:63b5aae18cba8@fo.dmarcly.com; sp=quarantine;
Greenville,greenvillenc.gov,True,ENFORCED_QUARANTINE,quarantine,100,yes,hardfail (-all),"selector1,s1,s2",,v=spf1 ip4:198.85.220.45 ip4:198.85.220.46 ip4:23.21.109.197 ip4:23.21.109.212 ip4:147.160.167.0/26 include:spf.protection.outlook.com include:_spf.psm.knowbe4.com -all,v=DMARC1;  p=quarantine; rua=mailto:b1693b79f94541a0a715197f513ad6f6@dmarc-reports.cloudflare.net
Grifton,grifton.com,True,MONITOR_ONLY,none,100,yes,softfail (~all),mail,,v=spf1 include:spf.protection.outlook.com include:spf.sendinblue.com mx ~all,v=DMARC1; p=none; sp=none; rua=mailto:dmarc@mailinblue.com!10m; ruf=mailto:dmarc@mailinblue.com!10m; rf=afrf; pct=100; ri=86400
Grimesland,grimesland.org,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,
Grover,grovernc.com,False,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Halifax,historichalifaxnc.com,True,MONITOR_ONLY,none,100,yes,softfail (~all),selector1,,v=spf1 include:%{i}._ip.%{h}._ehlo.%{d}._spf.vali.email ~all,v=DMARC1; p=none; rua=mailto:dmarc_agg@vali.email
Hamilton,town-of-hamilton.org,False,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Hamlet,hamletnc.us,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,
Harmony,townofharmony.org,True,ENFORCED_REJECT,reject,100,yes,softfail (~all),none of common selectors,,v=spf1 include:_spf.mx.cloudflare.net ~all,v=DMARC1; p=reject; rua=mailto:dmarc@buildandserve.com
Harrells,townofharrells.com,True,NO_DMARC,NONE,,,softfail (~all),none of common selectors,,v=spf1 include:spf1.neonova.net ~all,
Harrisburg,harrisburgnc.gov,True,ENFORCED_QUARANTINE,quarantine,100,yes,hardfail (-all),selector1,,v=spf1 ip4:166.82.231.210 include:spf.closedport.com include:spf.protection.outlook.com -all,v=DMARC1;p=quarantine;pct=100;rua=none;ruf=none;ri=86400;fo=1;
Havelock,havelocknc.us,True,ENFORCED_QUARANTINE,quarantine,100,yes,softfail (~all),"selector2,dkim",,v=spf1 include:spf.protection.outlook.com ~all,v=DMARC1; p=quarantine; rua=mailto:073e0900@mxtoolbox.dmarc-report.com; ruf=mailto:073e0900@forensics.dmarc-report.com; fo=1; ri=84600
Haw River,townofhawriver.com,True,MONITOR_ONLY,none,100,yes,softfail (~all),selector1,,v=spf1 ip4:173.244.254.100 ip4:172.125.40.113 include:spf.protection.outlook.com ~all,v=DMARC1; p=none; rua=mailto:6f70b8d8@mxtoolbox.dmarc-report.com; ruf=mailto:6f70b8d8@forensics.dmarc-report.com; fo=1
Hayesville,townofhayesville.com,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,
Henderson,henderson.nc.gov,True,ENFORCED_REJECT,reject,100,yes,softfail (~all),selector1,,v=spf1 include:%{ir}.%{v}.%{d}.spf.has.pphosted.com include:authsmtp.com ~all,v=DMARC1; p=reject; fo=1; rua=mailto:dmarc_rua@emaildefense.proofpoint.com; ruf=mailto:dmarc_ruf@emaildefense.proofpoint.com;
Hendersonville,hvlnc.gov,True,ENFORCED_QUARANTINE,quarantine,100,yes,softfail (~all),selector2,,v=spf1 ip4:23.103.128.0/19 ip4:23.103.191.0/24 ip4:23.103.198.0/23 ip4:23.103.200.0/21 ip4:23.103.208.0/21 ip4:24.246.134.116 ip4:40.92.0.0/15 ip4:40.107.0.0/16 ip4:52.100.0.0/14 ip4:64.4.22.64/26 ip4:64.28.222.101 ip4:65.55.88.0/24 ip4:65.55.169.0/24 ip4:66.147.59.193 ip4:94.245.120.64/26 ip4:104.47.0.0/17 ip4:134.170.140.0/24 ip4:157.55.234.0/24 ip4:157.56.110.0/23 ip4:157.56.112.0/24 ip4:207.46.51.64/26 ip4:207.46.100.0/24 ip4:207.46.163.0/24 ip4:20.51.124.189 ip4:207.245.129.153 ip4:135.237.219.200 ip4:64.147.217.130 include:spf.protection.outlook.com include:_spf.psm.knowbe4.com ~all,v=DMARC1; p=quarantine; rua=mailto:jheatherly@hvlnc.gov; pct=100;
Hertford,townofhertfordnc.com,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,
Hickory,hickorync.gov,True,MONITOR_ONLY,none,100,yes,softfail (~all),selector2,,v=spf1 ip4:207.144.171.12 include:spf.protection.outlook.com include:spf.ess.barracudanetworks.com ~all,v=DMARC1; p=none; fo=1; rua=mailto:rua+hickorync.gov@dmarc.barracudanetworks.com; ruf=mailto:ruf+hickorync.gov@dmarc.barracudanetworks.com
High Point,highpointnc.gov,True,PARTIAL,quarantine,50,yes,hardfail (-all),none of common selectors,policy quarantine applied to only 50% of mail,v=spf1 include:spf0.highpointnc.gov -all,v=DMARC1; p=quarantine; pct=50; rua=mailto:dmarcreports@highpointnc.gov; ruf=mailto:dmarcfailures@highpointnc.gov;
High Shoals,highshoals.gov,True,NO_DMARC,NONE,,,softfail (~all),none of common selectors,,v=spf1 include:spf.protection.outlook.com ~all,
Highlands,highlandsnc.org,True,ENFORCED_REJECT,reject,100,yes,hardfail (-all),selector1,,v=spf1 include:spf.protection.outlook.com include:spfa.cpmails.com +a +mx +ip4:70.32.23.19 +ip4:34.210.27.200 +ip4:52.89.214.241 -all,v=DMARC1; p=reject; pct=100; sp=none; rua=mailto:99c309eb@inbox.us.redsift.cloud; ruf=mailto:99c309eb@inbox.us.redsift.cloud; adkim=r; aspf=r; fo=1; rf=afrf; ri=3600
Hildebran,hildebrannc.com,False,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Hillsborough,hillsboroughnc.gov,True,ENFORCED_REJECT,reject,100,yes,softfail (~all),"selector1,selector2",,v=spf1 include:_spf-us.ppe-hosted.com include:spf-us.appmail.granicusgovaccess.net ~all,v=DMARC1; p=reject; rua=mailto:019b46ea@mxtoolbox.dmarc-report.com; ruf=mailto:019b46ea@forensics.dmarc-report.com; fo=1; pct=100
Hobgood,thetownofhobgood.com,False,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Hoffman,townofhoffman.com,True,NO_DMARC,NONE,,,no all mechanism,none of common selectors,,V=SPF1 INCLUDE:SPF.CLOUDUS.OXCS.NET ~ALL,
Holden Beach,hbtownhall.com,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com include:_spf-us.ppe-hosted.com -all,
Holly Ridge,hollyridgenc.gov,True,ENFORCED_REJECT,reject,100,yes,hardfail (-all),"selector1,selector2",,v=spf1 include:_spf.prod.hydra.sophos.com include:spf.protection.outlook.com include:amazonses.com -all,v=DMARC1; p=reject; rua=mailto:abuse@hollyridgenc.gov; ruf=mailto:abuse@hollyridgenc.gov; fo=1; adkim=s; aspf=s; pct=100; rf=afrf; ri=86400; sp=reject
Holly Springs,hollyspringsnc.gov,True,MONITOR_ONLY,none,100,yes,hardfail (-all),"selector1,selector2,dkim",,v=spf1 ip4:204.84.166.0/27 ip4:64.235.144.0/20 ip4:209.222.80.0/21 include:spf.ess.barracudanetworks.com include:spf.protection.outlook.com include:email-od.com -all,v=DMARC1; p=none; ruf=mailto:hs-dmarc@hollyspringsnc.gov; rua=mailto:hs-dmarc@hollyspringsnc.gov;
Hookerton,hookertonnc.com,True,NO_DMARC,NONE,,,neutral (?all),none of common selectors,,v=spf1 include:_spf.emfwd.name-services.com mx ?all,
Hope Mills,townofhopemills.com,True,NO_DMARC,NONE,,,softfail (~all),none of common selectors,,v=spf1 a mx include:websitewelcome.com include:spf.protection.outlok.com ~all,
Hot Springs,hotspringsnc.org,True,MONITOR_ONLY,none,100,yes,softfail (~all),none of common selectors,,v=spf1 a mx ip4:162.159.134.42 include:relay.kinstamailservice.com include:hotspringsncorg.kinstamailservice.com include:spf.constantcontact.com include:_spf.google.com include:mailgun.org ~all,v=DMARC1; p=none; rua=mailto:webdev@hotspringsnc.org; ruf=mailto:webdev@hotspringsnc.org; fo=1
Hudson,townofhudsonnc.com,True,NO_DMARC,NONE,,,softfail (~all),none of common selectors,,v=spf1 include:sparkpostmail.com ~all,
Huntersville,huntersville.org,True,ENFORCED_REJECT,reject,100,yes,softfail (~all),"selector1,s1,s2",,v=spf1 include:us._netblocks.mimecast.com ip4:207.144.77.149/32 include:sendgrid.net include:spf.constantcontact.com include:spf.protection.outlook.com ~all,"v=DMARC1; p=reject; sp=reject; rua=mailto:3209b09de9d2062@rep.dmarcanalyzer.com,mailto:c5a5cce05d@rua.easydmarc.us;"
Indian Beach,indianbeach.org,True,MONITOR_ONLY,none,100,yes,softfail (~all),"selector1,s1,s2",,v=spf1 include:_spf.mailersend.net ~all,v=DMARC1; p=none; rua=mailto:dmarc_agg@vali.email
Indian Trail,indiantrail.org,True,ENFORCED_QUARANTINE,quarantine,100,yes,hardfail (-all),"selector2,s1,s2",,v=spf1 include:spf.protection.outlook.com -all,v=DMARC1; p=quarantine; rua=mailto:dmarkreports@indiantrail.org
Jackson,historicjacksonnc.com,True,NO_DMARC,NONE,,,softfail (~all),none of common selectors,,v=spf1 include:_spf-us.ppe-hosted.com ~all,
Jacksonville,jacksonvillenc.gov,,LOOKUP_FAILED,,,,LOOKUP_FAILED,,DNS timeout / SERVFAIL on _dmarc,,
Jamestown,jamestown-nc.gov,True,MONITOR_ONLY,none,100,no,softfail (~all),none of common selectors,,v=spf1 a mx include:spf.protection.outlook.com ~all,v=DMARC1; p=none;
Jamesville,townofjamesvillenc.com,False,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Jefferson,townofjefferson.org,True,ENFORCED_QUARANTINE,quarantine,100,yes,softfail (~all),none of common selectors,,v=spf1 ip4:67.227.174.208 +a +mx +ip4:67.227.174.22 include:spf.protection.outlook.com ~all,v=DMARC1; p=quarantine; adkim=r; aspf=r; rua=mailto:dmarc_rua@onsecureserver.net;
Jonesville,townofjonesvillenc.com,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,
Kannapolis,kannapolisnc.gov,True,NO_DMARC,NONE,,,softfail (~all),selector1,,v=spf1 include:spf.protection.outlook.com include:spf.concordfax.com include:spf-us.emailsignatures365.com include:spfa.cpmails.com ip4:204.84.167.94 ip4:70.34.35.220 ~all,
Kelford,townofkelfordnc.gov,True,NO_DMARC,NONE,,,softfail (~all),default,,v=spf1 ip4:162.241.226.40 a mx include:websitewelcome.com ~all,
Kenansville,kenansville.org,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,
Kenly,townofkenly.com,True,MONITOR_ONLY,none,100,yes,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,v=DMARC1; p=none; rua=mailto:admin@townofkenly.com;
Kernersville,toknc.com,True,NO_DMARC,NONE,,,softfail (~all),none of common selectors,,v=spf1 +a ip4:66.110.238.167 +mx include:spf.protection.outlook.com include:servers.mcsv.net include:spf.zohomail360.com include:spf.ess.barracudanetworks.com ~all,
Kill Devil Hills,kdhnc.com,True,ENFORCED_REJECT,reject,100,yes,hardfail (-all),"selector1,selector2",,v=spf1 include:spf.protection.outlook.com -all,v=DMARC1; p=reject; fo=1; rua=mailto:nora@kdhnc.com; ruf=mailto:nora@kdhnc.com
King,ci.king.nc.us,True,MONITOR_ONLY,none,100,no,softfail (~all),selector1,,v=spf1 include:spf.protection.outlook.com include:spf.ess.barracudanetworks.com ~all,v=DMARC1; p=none;
Kings Mountain,cityofkm.com,True,MONITOR_ONLY,none,100,yes,softfail (~all),selector1,,v=spf1 include:_spf-us.ppe-hosted.com include:spf.protection.outlook.com include:_spf.psm.knowbe4.com ~all,v=DMARC1; p=none; rua=mailto:dmarc-reports@cityofkm.com
Kingstown,kingstownnc.com,False,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Kinston,kinstonnc.gov,True,ENFORCED_QUARANTINE,quarantine,100,yes,hardfail (-all),s1,,v=spf1 mx ip4:207.4.152.2 a:mail.ci.kinston.nc.us -all,v=DMARC1;p=quarantine;sp=quarantine;pct=100;adkim=r;aspf=r;rua=mailto:hostmaster@kinstonnc.gov;ruf=mailto:hostmaster@kinstonnc.gov;fo=1
Kitty Hawk,kittyhawknc.gov,True,MONITOR_ONLY,none,100,yes,softfail (~all),"selector1,selector2,k1",,v=spf1 include:%{i}._ip.%{h}._ehlo.%{d}._spf.vali.email ~all,v=DMARC1; p=none; rua=mailto:dmarc_agg@vali.email
Knightdale,knightdalenc.gov,True,ENFORCED_QUARANTINE,quarantine,100,yes,hardfail (-all),selector2,,v=spf1 ip4:108.169.150.162 ip4:70.61.107.226 ip4:70.61.208.178 ip4:173.95.125.42 ip4:173.95.103.90 ip4:12.226.14.218 ip4:70.63.174.226 ip4:24.171.176.30 ip4:173.95.40.182 ip4:108.169.150.164 ip4:108.169.150.165 ip4:24.211.240.162 ip4:64.28.222.129include:spf.protection.outlook.com a:dispatch-us.ppe-hosted.com include:clientemailspf.growthzoneapp.com include:knightdalenc.email.web.vc3.com -all,v=DMARC1; p=quarantine; pct=100; rua=mailto:re+cscxsktg7qp@dmarc.postmarkapp.com; sp=none; aspf=r;
Kure Beach,townofkurebeach.org,True,ENFORCED_QUARANTINE,quarantine,100,yes,softfail (~all),"selector2,s1",,v=spf1 ip4:47.49.150.218 ip4:207.144.222.218 ip4:24.159.160.202 ip4:24.216.7.218 ip4:71.11.89.106 a:dispatch-us.ppe-hosted.com include:spf.protection.outlook.com include:townofkurebeach-org.email.web.vc3.com ~all,v=DMARC1; p=quarantine; pct=100; rua=mailto:re+bzbubzut1bc@dmarc.postmarkapp.com; sp=none; aspf=r;
La Grange,lagrangenc.com,True,ENFORCED_REJECT,reject,100,yes,hardfail (-all),"selector1,selector2",,v=spf1 include:_spf.prod.hydra.sophos.com include:spf.protection.outlook.com -all,v=DMARC1; p=reject; rua=mailto:abuse@lagrangenc.com; ruf=mailto:abuse@lagrangenc.com; fo=1; adkim=s; aspf=s; pct=100; rf=afrf; ri=86400; sp=reject
Lake Lure,townoflakelure.com,True,ENFORCED_REJECT,reject,100,no,hardfail (-all),none of common selectors,,v=spf1 a mx include:_spf.reply.zone include:spf.protection.outlook.com -all,v=DMARC1; p=reject; 
Lake Park,lakeparknc.gov,True,NO_DMARC,NONE,,,softfail (~all),none of common selectors,,v=spf1 include:spf.serverdata.net ~all,
Lake Santeetlah,townoflakesanteetlah.org,True,NO_DMARC,NONE,,,softfail (~all),none of common selectors,,v=spf1 include:_spf.google.com ~all,
Lake Waccamaw,lakewaccamawnc.gov,True,MONITOR_ONLY,none,100,yes,softfail (~all),"s1,s2",,v=spf1 include:zoho.com include:_spf.psm.knowbe4.com ~all,v=DMARC1; p=none; rua=mailto:dmarc_agg@vali.email
Landis,townoflandisnc.gov,True,ENFORCED_QUARANTINE,quarantine,100,no,hardfail (-all),none of common selectors,,v=spf1 ip4:167.89.23.7 ip4:66.217.122.118 ip4:70.61.72.122 ip4:40.133.81.249 include:spf.protection.outlook.com -all,v=DMARC1; p=quarantine; pct=100
Lansing,lansingnc.us,True,NO_DMARC,NONE,,,softfail (~all),none of common selectors,,v=spf1 include:_spf.wte.net include:exghost.com include:appriver.com ~all,
Lattimore,lattimorenc.gov,True,MONITOR_ONLY,none,100,no,hardfail (-all),none of common selectors,,v=spf1 include:_spf.google.com -all,v=DMARC1; p=none
Laurel Park,laurelpark.org,True,MONITOR_ONLY,none,100,no,hardfail (-all),none of common selectors,,v=spf1 ip4:162.244.253.203 include:_spf.supportedns.com include:spf.protection.outlook.com include:spf1.emailsecurity.app -all,v=DMARC1; p=none;
Laurinburg,laurinburg.org,True,PARTIAL,quarantine,90,yes,softfail (~all),selector1,policy quarantine applied to only 90% of mail,v=spf1 a:dispatch-us.ppe-hosted.com ~all,v=DMARC1; p=quarantine; pct=90; rua=mailto:dmarc@laurinburg.org; ruf=mailto:dmarc@laurinburg.org; ri=86400; fo=1
Lawndale,townoflawndalenc.com,False,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Leland,townofleland.com,True,ENFORCED_QUARANTINE,quarantine,100,no,hardfail (-all),"selector2,s1,s2",,v=spf1 a ip4:64.28.222.104 ip4:70.63.197.38 ip4:66.18.0.250 ip4:208.64.239.225 ip4:205.201.128.0/20 ip4:198.2.128.0/18 ip4:148.105.0.0/16 ip4:158.85.25.114 include:spf.protection.outlook.com include:spf.em.secureserver.net -all,v=DMARC1; p=quarantine
Lenoir,cityoflenoir.com,True,NO_DMARC,NONE,,,softfail (~all),none of common selectors,,v=spf1 include:no-ip.com ~all,
Lewisville,lewisvillenc.net,True,ENFORCED_QUARANTINE,quarantine,100,no,hardfail (-all),none of common selectors,,v=spf1 ip4:174.108.148.114 include:spf.protection.outlook.com include:lewisvillenc-net.email.web.vc3.com -all,v=DMARC1; p=quarantine;
Lexington,lexingtonnc.gov,True,MONITOR_ONLY,none,100,no,hardfail (-all),selector1,,v=spf1 ip4:52.20.172.202 include:spf.protection.outlook.com include:amazonses.com -all,v=DMARC1;p=none
Liberty,liberty-nc.com,False,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Lilesville,lilesville.gov,True,NO_DMARC,NONE,,,hardfail (-all),none of common selectors,,v=spf1 include:spf.protection.outlook.com -all,
Lillington,lillingtonnc.org,True,ENFORCED_QUARANTINE,quarantine,100,yes,hardfail (-all),none of common selectors,,v=spf1 mx a ip4:24.159.160.168/32 include:spf.protection.outlook.com -all,v=DMARC1; p=quarantine; sp=quarantine; rua=mailto:postmaster@harnett.org; ruf=mailto:postmaster@harnett.org; rf=afrf; pct=100; ri=86400
Lincolnton,lincolntonnc.gov,True,MONITOR_ONLY,none,100,yes,softfail (~all),google,,v=spf1 include:dc-aa8e722993._spfm.lincolntonnc.gov ~all,v=DMARC1; p=none; rua=mailto:dmarc@lincolntonnc.gov ; pct=100; adkim=s; aspf=s
