name,domain,mx,grade,dmarc_policy,dmarc_pct,dmarc_reporting,spf_mode,dkim_found,note,spf,dmarc
Washington County Schools,wcsnc.org,True,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Watauga County Schools,wataugaschools.org,True,ENFORCED_REJECT,reject,100,yes,LOOKUP_FAILED,google,SPF lookup timed out (rerun to confirm),,"v=DMARC1; p=reject; rua=mailto:postmaster@wataugaschools.org, mailto:dmarc@wataugaschools.org; pct=100; adkim=s; aspf=s"
Wayne County Public Schools,wcps.org,True,ENFORCED_QUARANTINE,quarantine,100,yes,LOOKUP_FAILED,google,SPF lookup timed out (rerun to confirm),,v=DMARC1;p=quarantine;rua=mailto:reports@wcps.org;pct=100;adkim=s;aspf=s
Weldon City Schools,weldoncityschools.org,True,NO_DMARC,NONE,,,NONE,none of common selectors,no SPF record either,,
Whiteville City Schools,whiteville.k12.nc.us,True,MONITOR_ONLY,none,100,yes,MULTIPLE (invalid),google,,v=spf1 include:_spf.google.com ~all,v=DMARC1; p=none; rua=mailto:admin@whiteville.k12.nc.us; ruf=mailto:admin@whiteville.k12.nc.us; sp=none
Wilkes County Schools,wilkes.k12.nc.us,True,ENFORCED_REJECT,reject,100,yes,hardfail (-all),google,,v=spf1 include:spf.gaggle.net include:_spf.google.com -all,v=DMARC1;p=reject;rua=mailto:lambertj@wilkes.k12.nc.us;ruf=mailto:lambertj@wilkes.k12.nc.us;fo=1;pct=100;adkim=s;aspf=s
Wilson County Schools,wilsonschoolsnc.net,True,ENFORCED_QUARANTINE,quarantine,100,yes,LOOKUP_FAILED,google,SPF lookup timed out (rerun to confirm),,v=DMARC1; p=quarantine; rua=mailto:dmarc@wilsonschoolsnc.net; pct=100; adkim=s; aspf=s
Winston Salem / Forsyth County Schools,wsfcs.k12.nc.us,True,ENFORCED_REJECT,reject,100,yes,LOOKUP_FAILED,"s1,s2",SPF lookup timed out (rerun to confirm),,"v=DMARC1; p=reject; pct=100; rua=mailto:postmaster@wsfcs.k12.nc.us,mailto:dmarc_agg@vali.email; ruf=mailto:postmaster@wsfcs.k12.nc.us"
Yadkin County Schools,yadkin.k12.nc.us,True,ENFORCED_QUARANTINE,quarantine,100,yes,softfail (~all),"google,s1,s2",,v=spf1 include:_spf.google.com include:sendgrid.net ~all,v=DMARC1; p=quarantine; rua=mailto:support@yadkin.k12.nc.us;
Yancey County Schools,yanceync.net,True,ENFORCED_QUARANTINE,quarantine,100,yes,LOOKUP_FAILED,"google,s1,s2",SPF lookup timed out (rerun to confirm),,v=DMARC1; p=quarantine; rua=mailto:dmarc@yanceync.net
